uniprot_id,pdb_id,accession,all_goa_terms,chain_id
EPAS1_HUMAN,1P97,Q99814,"GO:0001223, GO:0001666, GO:0005654, GO:0005667, GO:0005829, GO:0007165, GO:0045944, GO:0046982, GO:0061629, GO:0071456, GO:2000434",A
EPB41_HUMAN,1GG3,P11171,"GO:0005200, GO:0005545, GO:0005829, GO:0005886, GO:0005938, GO:0014731, GO:0016604, GO:0030054, GO:0030507, GO:0030863, GO:0032092, GO:0032991, GO:0045171, GO:0051219, GO:0072686, GO:1904778",A
EPB42_HUMAN,7UZS,P16452,"GO:0005200, GO:0005524, GO:0005856, GO:0005886, GO:0170014",X
EPC1_HUMAN,6NFX,Q9H2F5,"GO:0000122, GO:0000724, GO:0000786, GO:0005634, GO:0005654, GO:0005730, GO:0006351, GO:0007286, GO:0016604, GO:0031965, GO:0032777, GO:0035092, GO:0035267, GO:0035861, GO:0045814, GO:0045892, GO:0045893, GO:0045944, GO:0051726, GO:0140463, GO:0140767, GO:1905168",A
EPCAM_HUMAN,4MZV,P16422,"GO:0005886, GO:0005923, GO:0008284, GO:0016323, GO:0016324, GO:0016328, GO:0023019, GO:0044877, GO:0045944, GO:0048863, GO:2000048, GO:2000648",A
EPCR_HUMAN,1L8J,Q9UNN8,"GO:0005576, GO:0005886, GO:0038023, GO:0050819",A
EPDR1_HUMAN,6E7O,Q9UM22,"GO:0005543, GO:0005576, GO:0005764, GO:0042802, GO:1905573, GO:1990764",A
EPDR1_MOUSE,6JLA,Q99M71,GO:0005764,A
EPFL9_ARATH,2LIY,Q9SV72,"GO:0005102, GO:0010375, GO:0019901, GO:0033612, GO:2000038, GO:2000123",A
EPHA1_HUMAN,2K1K,P21709,"GO:0001954, GO:0001968, GO:0004672, GO:0005003, GO:0005005, GO:0005886, GO:0007169, GO:0019901, GO:0030335, GO:0030336, GO:0034446, GO:0045766",A
EPHA1_MOUSE,1X5A,Q60750,"GO:0005003, GO:0051496",A
EPHA2_HUMAN,1MQB,P29317,"GO:0004714, GO:0005003, GO:0005886, GO:0005925, GO:0008630, GO:0009986, GO:0010591, GO:0016477, GO:0019838, GO:0030027, GO:0030216, GO:0030335, GO:0031256, GO:0033628, GO:0033629, GO:0046058, GO:0048013, GO:0048870, GO:0060326, GO:0070160, GO:0070372, GO:0070848, GO:0072659, GO:0090630, GO:0140677, GO:1903078, GO:1903348",A
EPHA3_HUMAN,2GSF,P29320,"GO:0005003, GO:0005004, GO:0005654, GO:0005769, GO:0005829, GO:0005886, GO:0010976, GO:0015629, GO:0018108, GO:0022407, GO:0031965, GO:0032956, GO:0043087, GO:0045806, GO:0048013, GO:0051893, GO:0070507, GO:0071300, GO:1903078",A
EPHA4_HUMAN,2LW8,P54764,"GO:0001540, GO:0004672, GO:0005003, GO:0007162, GO:0008284, GO:0010719, GO:0016301, GO:0018108, GO:0030335, GO:0030336, GO:0042731, GO:0045785, GO:0046777, GO:0048013, GO:0050821, GO:0070373, GO:0097161, GO:1900038, GO:1902004, GO:1902993, GO:1903051, GO:1904999, GO:1990782, GO:2001108",A
EPHA4_MOUSE,1B0X,Q03137,"GO:0004714, GO:0005004, GO:0005005, GO:0005886, GO:0007411, GO:0007628, GO:0008045, GO:0010977, GO:0021957, GO:0030424, GO:0030425, GO:0031901, GO:0034332, GO:0042734, GO:0042802, GO:0043087, GO:0043524, GO:0045211, GO:0046330, GO:0048013, GO:0048681, GO:0048710, GO:0050770, GO:0060384, GO:0061001, GO:0072178, GO:0090102, GO:0097155, GO:0097156, GO:0097485, GO:0098685, GO:0098883, GO:0098978, GO:0106030, GO:1900272, GO:1902533, GO:1904646, GO:1905244",A
EPHA5_HUMAN,2R2P,P54756,"GO:0005791, GO:0005886, GO:0009897, GO:0030425, GO:0043025, GO:0048471, GO:0048666",A
EPHA5_MOUSE,5ZRZ,Q60629,"GO:0005004, GO:0005912, GO:0007411, GO:0021766, GO:0032956, GO:0043087, GO:0048013, GO:0061178, GO:0071372, GO:0071944, GO:1904322",A
EPHA7_HUMAN,2REI,Q15375,"GO:0005886, GO:0048013, GO:0050730, GO:0070372",A
EPHA8_MOUSE,8J1I,O09127,"GO:0005003, GO:0005004, GO:0005886, GO:0006929, GO:0007411, GO:0016322, GO:0019838, GO:0030155, GO:0031175, GO:0033628, GO:0043005, GO:0043410, GO:0046777, GO:0048013, GO:0051897, GO:0071372",8
EPHB1_HUMAN,2DJS,P54762,"GO:0001525, GO:0005005, GO:0005576, GO:0005783, GO:0005829, GO:0005886, GO:0031589, GO:0031901, GO:0046328, GO:0046777, GO:0048013, GO:0060326, GO:0070372",A
EPHB2_CHICK,1SGG,P28693,"GO:0004713, GO:0021963",A
EPHB2_HUMAN,1B4F,P29323,"GO:0002639, GO:0005576, GO:0005654, GO:0005829, GO:0005886, GO:0007162, GO:0007399, GO:0030193, GO:0030335, GO:0030890, GO:0032760, GO:0042113, GO:0098794, GO:2000785",A
EPHB2_MOUSE,1JPA,P54763,"GO:0000902, GO:0001525, GO:0001540, GO:0001655, GO:0004713, GO:0005003, GO:0005005, GO:0005102, GO:0005886, GO:0007169, GO:0007409, GO:0007411, GO:0007413, GO:0007611, GO:0007612, GO:0008046, GO:0009887, GO:0016310, GO:0018108, GO:0021631, GO:0021952, GO:0022038, GO:0030424, GO:0030425, GO:0031290, GO:0031915, GO:0038023, GO:0042472, GO:0042734, GO:0042802, GO:0043025, GO:0044877, GO:0045211, GO:0046580, GO:0048013, GO:0048168, GO:0048170, GO:0048593, GO:0050770, GO:0050771, GO:0050878, GO:0051963, GO:0051965, GO:0060021, GO:0060996, GO:0060997, GO:0070373, GO:0071679, GO:0098686, GO:0098978, GO:0106028, GO:1900273, GO:1900450, GO:1900451, GO:1990535",A
EPHB3_HUMAN,3P1I,P54753,"GO:0005003, GO:0005576, GO:0005829, GO:0005886, GO:0016477, GO:0022407, GO:0034446, GO:0043087, GO:0046777, GO:0048013",A
EPHB4_HUMAN,2BBA,P54760,"GO:0001525, GO:0002042, GO:0004714, GO:0005003, GO:0005576, GO:0005829, GO:0005886, GO:0007155, GO:0046777, GO:0048013",A
EPHB6_HUMAN,7K7J,O15197,"GO:0005003, GO:0005576, GO:0005829, GO:0038023",A
EPHB_MYCTO,2E3J,P95276,"GO:0004301, GO:0042803",A
EPHG_MYCTU,2BNG,O33283,"GO:0004301, GO:0033963, GO:0097176",A
EPL1_YEAST,5J9T,P43572,"GO:0000786, GO:0006281, GO:0006357, GO:0016239, GO:0032777, GO:0035267",C
EPM2A_HUMAN,4R30,O95278,"GO:0004722, GO:0004725, GO:0005634, GO:0005654, GO:0005737, GO:0005829, GO:0005977, GO:0005978, GO:0006470, GO:0010923, GO:0016311, GO:0016791, GO:0019203, GO:0030246, GO:0035305, GO:0035335, GO:0042803, GO:0046983, GO:0098556, GO:2001069",A
EPMA_ECOLI,3A5Y,P0A8N7,"GO:0005829, GO:0042803, GO:0052868, GO:0071468",A
EPN1_HUMAN,1INZ,Q9Y6I3,"GO:0005829, GO:0140313, GO:1903671",A
EPN1_RAT,1EDU,O88339,"GO:0005829, GO:0005886, GO:0006897, GO:0035615, GO:0042734, GO:0044325, GO:0045211, GO:0048268, GO:0090148, GO:0098685, GO:0098794, GO:1905445",A
EPN4_HUMAN,1XGW,Q14677,"GO:0005654, GO:0005794, GO:0005829, GO:0030276, GO:0043231",A
EPO_HUMAN,1BUY,P01588,"GO:0000122, GO:0005125, GO:0005128, GO:0005179, GO:0005576, GO:0005615, GO:0008284, GO:0009986, GO:0010523, GO:0030218, GO:0038162, GO:0045893, GO:0046579, GO:0071474, GO:0097696, GO:1902219, GO:1902251",A
EPOR_HUMAN,1EBA,P19235,"GO:0004900, GO:0005886, GO:0016607, GO:0038162, GO:0042802",A
EPOR_MOUSE,2MXB,P14753,"GO:0003007, GO:0004900, GO:0005886, GO:0007165, GO:0007420, GO:0007507, GO:0038162, GO:0046697, GO:0055008, GO:0055010, GO:0060979, GO:0061032",A
EPP_BOMMO,3C7T,Q7YTB0,"GO:0004725, GO:0042803, GO:0102531",A
EPS15_HUMAN,1C07,P42566,"GO:0005829, GO:0005886, GO:0005905, GO:0006895, GO:0016050, GO:0016235, GO:0019065, GO:0031593, GO:0032456, GO:0043231, GO:0046718, GO:0048268",A
EPS15_MOUSE,1KYF,P42567,"GO:0005886, GO:0005905, GO:0030122, GO:0030132, GO:0030136, GO:0032880, GO:0042802, GO:0043130, GO:0060170, GO:0070086",P
EPS1_ARATH,6WAO,Q9FH97,"GO:0009617, GO:0009697, GO:0009753, GO:1900150, GO:1900424",A
EPS8_MOUSE,1AOJ,Q08509,"GO:0003779, GO:0005829, GO:0005903, GO:0005938, GO:0008344, GO:0008360, GO:0010458, GO:0014069, GO:0016601, GO:0017146, GO:0030036, GO:0030832, GO:0031267, GO:0032420, GO:0032421, GO:0032426, GO:0032587, GO:0036336, GO:0045202, GO:0048149, GO:0051016, GO:0051017, GO:0051764, GO:0070358, GO:0098978, GO:0099072, GO:1990830",A
EPTC_ECOLI,5ZZU,P0CB39,"GO:0005886, GO:0009244, GO:0016776",A
ER6L2_HUMAN,6HQ9,Q5T890,"GO:0000775, GO:0005634, GO:0005737, GO:0005739, GO:0006974, GO:0019901, GO:0032991, GO:0034614, GO:0036297, GO:0097680",A
ERA_ECOLI,1EGA,P06616,"GO:0000028, GO:0003723, GO:0003924, GO:0005525, GO:0005737, GO:0005829, GO:0005886, GO:0006468, GO:0042274, GO:0043024, GO:0070181, GO:0097216",A
ERAP1_HUMAN,2YD0,Q9NZ08,"GO:0001525, GO:0002474, GO:0004175, GO:0004177, GO:0005138, GO:0005151, GO:0005576, GO:0005788, GO:0006509, GO:0008217, GO:0008235, GO:0019885",A
ERAP2_HUMAN,3SE6,Q6P179,"GO:0002474, GO:0004175, GO:0004177, GO:0005788, GO:0008217, GO:0008237, GO:0008270, GO:0019885",A
ERA_THET8,1WF3,Q5SM23,"GO:0000028, GO:0043024, GO:0070181",A
ERB1_YEAST,4U7A,Q04660,"GO:0003677, GO:0006364, GO:0030687, GO:0042273, GO:0070180, GO:0070545",A
ERBB2_HUMAN,1MFG,P04626,"GO:0001042, GO:0004713, GO:0004714, GO:0004888, GO:0005102, GO:0005634, GO:0005654, GO:0005829, GO:0005886, GO:0006468, GO:0007165, GO:0007166, GO:0007167, GO:0007169, GO:0008283, GO:0010008, GO:0016323, GO:0018108, GO:0030307, GO:0030971, GO:0032886, GO:0035556, GO:0038134, GO:0038143, GO:0042060, GO:0042802, GO:0043125, GO:0043235, GO:0043406, GO:0043491, GO:0045727, GO:0045785, GO:0045943, GO:0046982, GO:0050679, GO:0070372, GO:0071363, GO:0071364, GO:0090314",B
ERBB2_RAT,1IIJ,P06494,"GO:0001889, GO:0004713, GO:0005902, GO:0007422, GO:0007519, GO:0007565, GO:0008284, GO:0009410, GO:0009925, GO:0010001, GO:0014850, GO:0016323, GO:0016324, GO:0031103, GO:0031625, GO:0032570, GO:0033280, GO:0033555, GO:0038135, GO:0042127, GO:0043025, GO:0043066, GO:0043219, GO:0043410, GO:0043586, GO:0044849, GO:0044877, GO:0045211, GO:0045595, GO:0046579, GO:0048471, GO:0048485, GO:0048678, GO:0051879, GO:0051897, GO:0060056, GO:0071260, GO:0071548, GO:1905710, GO:2000179",A
ERBB3_HUMAN,1M6B,P21860,"GO:0005615, GO:0007162, GO:0007165, GO:0007169, GO:0009968, GO:0016323, GO:0019838, GO:0030296, GO:0031625, GO:0038132, GO:0038143, GO:0042127, GO:0042802, GO:0043125, GO:0043235, GO:0043491, GO:0046982, GO:0051048, GO:0051402, GO:0051897, GO:0097192",A
ERBB4_HUMAN,2AHX,Q15303,"GO:0000976, GO:0001934, GO:0004713, GO:0004714, GO:0005154, GO:0005576, GO:0005634, GO:0005654, GO:0005739, GO:0005759, GO:0005829, GO:0005886, GO:0007165, GO:0007169, GO:0007595, GO:0008284, GO:0008285, GO:0016323, GO:0016477, GO:0018108, GO:0038130, GO:0038131, GO:0038138, GO:0042531, GO:0042803, GO:0043066, GO:0043235, GO:0043653, GO:0045893, GO:0046427, GO:0046777, GO:0070374",A
ERBIN_HUMAN,1N7T,Q96RT1,"GO:0005102, GO:0005176, GO:0005604, GO:0005634, GO:0005737, GO:0005886, GO:0007165, GO:0007173, GO:0016323, GO:0016607, GO:0030054, GO:0030056, GO:0032088, GO:0032495, GO:0032496, GO:0070433, GO:0071356",A
ERC6L_HUMAN,5JNO,Q2NKX8,"GO:0005829, GO:0015616",B
ERCC1_HUMAN,2A1I,P07992,"GO:0000109, GO:0000110, GO:0000781, GO:0003684, GO:0003697, GO:0005654, GO:0006281, GO:0006289, GO:0006303, GO:0006312, GO:0006979, GO:0032205, GO:0061819, GO:0070522, GO:1905765",A
ERCC2_HUMAN,5IVW,P18074,"GO:0000439, GO:0005634, GO:0005654, GO:0005669, GO:0005675, GO:0005737, GO:0005819, GO:0005829, GO:0006283, GO:0006289, GO:0006357, GO:0006366, GO:0006367, GO:0006915, GO:0006979, GO:0007059, GO:0030674, GO:0035315, GO:0043139, GO:0070516, GO:0071817, GO:1901990",W
ERCC3_HUMAN,4ERN,P19447,"GO:0000439, GO:0003677, GO:0005634, GO:0005654, GO:0005669, GO:0005675, GO:0006265, GO:0006281, GO:0006283, GO:0006289, GO:0006366, GO:0006367, GO:0006368, GO:0006915, GO:0006979, GO:0008104, GO:0009411, GO:0016887, GO:0035315, GO:0043065, GO:0043138, GO:1901990",A
ERCC5_HUMAN,5EKF,P28715,"GO:0000109, GO:0000405, GO:0000724, GO:0000993, GO:0003684, GO:0003690, GO:0003697, GO:0004519, GO:0004520, GO:0005634, GO:0005654, GO:0006283, GO:0006285, GO:0006289, GO:0008047, GO:0009411, GO:0010225, GO:0032991, GO:0042803, GO:0043066, GO:0044877",B
ERCC6_HUMAN,4CVO,Q03468,"GO:0000012, GO:0000077, GO:0003677, GO:0003682, GO:0005524, GO:0005634, GO:0005654, GO:0005730, GO:0006281, GO:0006283, GO:0006284, GO:0006979, GO:0008023, GO:0008094, GO:0022008, GO:0030182, GO:0030296, GO:0031175, GO:0032784, GO:0032786, GO:0045739, GO:0045945, GO:0070063, GO:0071168, GO:0090734, GO:0097680, GO:0110016, GO:0140463, GO:0140658, GO:0140664, GO:1905168, GO:2001033",A
ERCC8_HUMAN,9HWG,Q13216,"GO:0000012, GO:0000109, GO:0000209, GO:0005634, GO:0005654, GO:0006283, GO:0006974, GO:0006979, GO:0009411, GO:0016363, GO:0016567, GO:0031464, GO:0032991, GO:0043161, GO:0045739, GO:0051865, GO:0080008, GO:0090262, GO:0090734, GO:0097680, GO:1990756",a
ERD22_CHICK,6I6B,Q5ZKX9,"GO:0005046, GO:0016020",A
EREG_HUMAN,1K36,O14944,"GO:0001819, GO:0005576, GO:0005615, GO:0005886, GO:0007173, GO:0007267, GO:0008284, GO:0009299, GO:0009653, GO:0009887, GO:0019221, GO:0030216, GO:0030297, GO:0030669, GO:0038134, GO:0038135, GO:0038138, GO:0042060, GO:0042327, GO:0043616, GO:0045740, GO:0045860, GO:0045892, GO:0048018, GO:0048146, GO:0050680, GO:0051151",A
ERF1_HUMAN,1DT9,P62495,"GO:0003747, GO:0004045, GO:0005737, GO:0006415, GO:0006449, GO:0006479, GO:0008079, GO:0018444, GO:0022626, GO:0043022, GO:1990825",A
ERF1_SCHPO,3E20,P79063,"GO:0002184, GO:0018444, GO:0030695, GO:1990825",B
ERF3A_HUMAN,3E1Y,P15170,"GO:0000082, GO:0000184, GO:0003747, GO:0003924, GO:0005829, GO:0006415, GO:0006449, GO:0006479, GO:0018444, GO:0022626",E
ERF3_SCHPO,1R5B,O74718,"GO:0000287, GO:0002184, GO:0003924, GO:0005525, GO:0018444",A
ERF3_YEAST,1YJO,P05453,"GO:0000288, GO:0003747, GO:0003924, GO:0006415, GO:0010494, GO:0018444, GO:0042802, GO:0043022",A
ERF96_ARATH,5WX9,Q9LSX0,"GO:0003700, GO:0005634, GO:0009789, GO:0010186, GO:0043565, GO:0045893, GO:0090332",A
ERFB_YEAST,8HFC,Q06551,"GO:0005789, GO:0006612, GO:0016409, GO:0018345, GO:0031211, GO:0032541, GO:0097038",A
ERF_HUMAN,7JSA,P50548,"GO:0000122, GO:0001227, GO:0005654, GO:0005829, GO:0005886, GO:0043565",J
ERG10_YEAST,5XYJ,P41338,"GO:0003985, GO:0005737, GO:0006696",A
ERG1_HUMAN,6C6N,Q14534,"GO:0004506, GO:0005789, GO:0006695, GO:0016020, GO:0016126, GO:0042127, GO:0043231, GO:0071949, GO:0140042",A
ERG_HUMAN,1SXE,P11308,"GO:0000978, GO:0001228, GO:0003677, GO:0005654, GO:0005829, GO:0006468, GO:0007165, GO:0045944, GO:1990837, GO:1990904",A
ERG_META2,4QUV,G4SW86,"GO:0006696, GO:0016126, GO:0050613, GO:0050661",A
ERH2_CAEEL,7EJO,Q20057,"GO:0005634, GO:0005737, GO:0034518, GO:0034587, GO:0048471, GO:0051781, GO:0051984",A
ERH_HUMAN,1W9G,P84090,"GO:0005634, GO:0006139, GO:0006213, GO:0008327, GO:0030496, GO:0034709",A
ERH_SCHPO,6S2W,G2TRN4,"GO:0005634, GO:0005654, GO:0005737, GO:0033553, GO:0033621, GO:0043628, GO:0140678, GO:1902801, GO:1905754, GO:1990251, GO:1990342",A
ERI1_HUMAN,1W0H,Q8IV48,"GO:0000460, GO:0005730, GO:0005737, GO:0008408",A
ERL1_ARATH,5XJO,C0LGW6,"GO:0005102, GO:0009553, GO:0010103, GO:0016020, GO:0033612, GO:0048481",A
ERL2_ARATH,5XKN,Q6XAT2,"GO:0009553, GO:0010103, GO:0042802, GO:0048481",A
ERN1_HUMAN,2HZ6,O75460,"GO:0000287, GO:0001935, GO:0004521, GO:0004674, GO:0005161, GO:0005524, GO:0005737, GO:0005783, GO:0005789, GO:0006402, GO:0006468, GO:0016241, GO:0019899, GO:0030544, GO:0030968, GO:0033120, GO:0034620, GO:0034976, GO:0035924, GO:0036498, GO:0042802, GO:0042803, GO:0043507, GO:0043531, GO:0046330, GO:0051879, GO:0070054, GO:0071333, GO:1900103, GO:1901142, GO:1904707, GO:1990579, GO:1990604, GO:1990630",A
ERN1_MOUSE,4PL3,Q9EQY0,"GO:0004519, GO:0004521, GO:0004674, GO:0005637, GO:0005739, GO:0005789, GO:0017148, GO:0030968, GO:0033120, GO:0036498, GO:0042803, GO:0043507, GO:0046330, GO:0046777, GO:0070059, GO:1904294, GO:1990597",A
ERO1A_HUMAN,3AHQ,Q96HE7,"GO:0005615, GO:0005783, GO:0005788, GO:0005796, GO:0006457, GO:0009266, GO:0016491, GO:0016972, GO:0036211, GO:0043231, GO:0045454, GO:0051085",A
ERO1_YEAST,1RP4,Q03103,"GO:0005783, GO:0016972, GO:0034975",A
ERP29_HUMAN,2QC7,P30040,"GO:0005783, GO:0009986, GO:0010628, GO:0010629, GO:0043410, GO:0050709",A
ERP29_RAT,1G7D,P52555,"GO:0005788, GO:0005790, GO:0006457, GO:0006886, GO:0042803, GO:0051087",A
ERP44_HUMAN,2R2J,Q9BS26,"GO:0003756, GO:0005576, GO:0005788, GO:0005789, GO:0005793, GO:0006457, GO:0006986, GO:0009100, GO:0009986, GO:0034976, GO:0035580, GO:0045454",A
ERR1_HUMAN,2PJL,P11474,"GO:0001650, GO:0003700, GO:0005634, GO:0005654, GO:0005737, GO:0006355, GO:0015630, GO:0019904, GO:0043565, GO:0045171, GO:1990837",A
ERR1_MOUSE,8CEF,O08580,"GO:0000122, GO:0000978, GO:0001227, GO:0001228, GO:0003700, GO:0005634, GO:0045944",C
ERR2_HUMAN,1LO1,O95718,"GO:0000981, GO:0005654, GO:0005829, GO:0006355, GO:0008283, GO:0019827, GO:0043565, GO:1990837",A
ERR3_HUMAN,1VJB,P62508,"GO:0005654, GO:0006355, GO:0042802, GO:1990837",A
ERR3_MOUSE,1S9P,P62509,"GO:0000977, GO:0001228, GO:0034056, GO:0045893, GO:0045944, GO:0120162",A
ERS1_ARATH,4MT8,Q38846,"GO:0004673, GO:0005783, GO:0010105, GO:0051740",A
ERV1_ARATH,2HJ3,Q8GXX0,"GO:0005739, GO:0016972, GO:0042802, GO:0050660",A
ERV1_YEAST,3W4Y,P27882,"GO:0005758, GO:0006879, GO:0016971, GO:0016972, GO:0034599, GO:0045041, GO:0160203",A
ERV2_YEAST,1JR8,Q12284,"GO:0005789, GO:0016971, GO:0016972, GO:0060904",A
ERV41_YEAST,3ZLC,Q04651,"GO:0000139, GO:0005789, GO:0006888, GO:0006890, GO:0030134, GO:0042802, GO:0061852",A
ERVC1_TABDI,1O0E,P83654,"GO:0004197, GO:0006508",A
ERYA1_SACER,2FR0,Q03131,"GO:0031177, GO:0033068, GO:0047879",A
ERYA2_SACER,1PZQ,Q03132,"GO:0031177, GO:0033068, GO:0047879",A
ERYA3_SACER,1KEZ,Q03133,"GO:0031177, GO:0033068, GO:0047879",A
ERYC3_SACEN,2YJN,A4F7P3,"GO:0016758, GO:0017000",A
ERYK_SACEN,2JJN,P48635,"GO:0004497, GO:0016709, GO:0020037, GO:0033068, GO:0050661",A
ES8L1_HUMAN,2K2M,Q8TE68,"GO:0003779, GO:0005829, GO:0007266, GO:0032587, GO:0032991, GO:0035023, GO:0042608, GO:1900029",A
ES8L2_HUMAN,1WWU,Q9H6S3,"GO:0003779, GO:0005813, GO:0005829, GO:0007266, GO:0032587, GO:0032991, GO:0035023, GO:1900029",A
ES8L3_HUMAN,1WXT,Q8TE67,"GO:0005085, GO:0005737, GO:0042634",A
ESA1_YEAST,1FY7,Q08649,"GO:0000183, GO:0000785, GO:0000786, GO:0003712, GO:0004402, GO:0006281, GO:0006354, GO:0006357, GO:0010485, GO:0010867, GO:0016239, GO:0032777, GO:0032968, GO:0035267, GO:0051726, GO:0061733, GO:0140068",A
ESCO1_HUMAN,4MXE,Q5FWF5,"GO:0000785, GO:0005654, GO:0005694, GO:0006275, GO:0007062, GO:0008080, GO:0008270, GO:0016407, GO:0018394, GO:0034421, GO:0042802, GO:0061733",A
ESCO2_MOUSE,6SP0,Q8CIB9,"GO:0001741, GO:0002244, GO:0004468, GO:0005721, GO:0006302, GO:0007059, GO:0010369, GO:0035861, GO:0071168",A
ESF13_ARATH,2RU1,A8MQA5,"GO:0000578, GO:0010098",A
ESIB_ECOL6,4BWR,A0A0H2VDN9,"GO:0009986, GO:0019862, GO:0050777, GO:1902564",A
ESP1_MOUSE,2LMK,Q3LHH8,"GO:0005186, GO:0005615, GO:0045925",A
ESP_ARATH,5GQ0,Q8RY71,"GO:0005634, GO:0009753, GO:0010150, GO:0019762, GO:0030234, GO:0042742, GO:0042802, GO:0042803, GO:0080028",A
ESPB_MYCTU,3J83,P9WJD9,"GO:0005576, GO:0042802, GO:0044315, GO:0051701, GO:0140321",A
ESPL1_HUMAN,7NJ1,Q14674,"GO:0000070, GO:0005813, GO:0005829, GO:0006915, GO:0008234, GO:0051306",A
ESPR_MYCTU,3QF3,P9WJB7,"GO:0003677, GO:0005576, GO:0005829, GO:0042802, GO:0045893, GO:0050708, GO:0052572",A
ESR1_HUMAN,1A52,P03372,"GO:0000122, GO:0000785, GO:0000791, GO:0000978, GO:0001093, GO:0001221, GO:0001222, GO:0001223, GO:0001228, GO:0003682, GO:0004879, GO:0005516, GO:0005634, GO:0005654, GO:0005667, GO:0005737, GO:0005829, GO:0005886, GO:0007165, GO:0008013, GO:0010629, GO:0017025, GO:0019899, GO:0019901, GO:0030284, GO:0030331, GO:0030520, GO:0032355, GO:0032991, GO:0034056, GO:0042802, GO:0043124, GO:0043401, GO:0043433, GO:0043627, GO:0045429, GO:0045893, GO:0045944, GO:0051000, GO:0051091, GO:0051117, GO:0051123, GO:0071168, GO:0071392, GO:0071889, GO:1902894, GO:1990837",A
ESR2_HUMAN,1L2J,Q92731,"GO:0000122, GO:0000978, GO:0003677, GO:0003707, GO:0004879, GO:0005634, GO:0005654, GO:0005739, GO:0006355, GO:0007165, GO:0007267, GO:0019899, GO:0030284, GO:0030520, GO:0034056, GO:0043231, GO:0045893, GO:0045944, GO:0051091, GO:0071392",A
ESR2_RAT,1HJ1,Q62986,"GO:0000122, GO:0000978, GO:0001228, GO:0001541, GO:0001662, GO:0003707, GO:0005496, GO:0005739, GO:0007611, GO:0008584, GO:0008585, GO:0009410, GO:0009725, GO:0014823, GO:0017085, GO:0019899, GO:0021549, GO:0021764, GO:0021854, GO:0030518, GO:0030850, GO:0031667, GO:0032355, GO:0032993, GO:0033574, GO:0033595, GO:0034056, GO:0035094, GO:0042311, GO:0042562, GO:0042975, GO:0043025, GO:0043065, GO:0043204, GO:0043524, GO:0043565, GO:0043627, GO:0044752, GO:0044849, GO:0045471, GO:0045742, GO:0045893, GO:0045944, GO:0048471, GO:0048521, GO:0048662, GO:0050680, GO:0060009, GO:0060011, GO:0070374, GO:0071222, GO:0071259, GO:0071392, GO:0071466, GO:0071548, GO:1901363, GO:1902074, GO:1903924, GO:1903925, GO:1990239, GO:1990841, GO:2000252, GO:2000378",A
ESRP1_HUMAN,2DHA,Q6NXG1,"GO:0003729, GO:0005634, GO:0005654, GO:0016604, GO:0043484",A
ESS1_YEAST,7KKF,P22696,"GO:0000122, GO:0000993, GO:0003755, GO:0006369, GO:0045899, GO:0045944, GO:2000059, GO:2000749",A
EST1A_HUMAN,2DOK,Q86US8,"GO:0000184, GO:0003723, GO:0004521, GO:0005634, GO:0005730, GO:0005737, GO:0005829, GO:0005886, GO:0006406, GO:0032204, GO:0032210, GO:0035303, GO:0036064, GO:0042162, GO:0043021, GO:0070034, GO:0070182, GO:1904354",A
EST1_HUMAN,1MX1,P23141,"GO:0004771, GO:0005737, GO:0005783, GO:0005788, GO:0005811, GO:0006695, GO:0008203, GO:0009636, GO:0010875, GO:0010887, GO:0030855, GO:0042632, GO:0043691, GO:0051791, GO:0070857, GO:0071397, GO:0071404, GO:0090122, GO:0090205, GO:0106435, GO:0120188",A
EST1_THEFU,7W1I,P86325,"GO:0005576, GO:0106435",A
EST2C_MOUSE,8AXC,Q91WG0,"GO:0043231, GO:0047619",A
EST2E_MOUSE,9G73,Q8BK48,GO:0106435,
EST3_YEAST,2M9V,Q03096,"GO:0000781, GO:0003924, GO:0005634, GO:0005697, GO:0007004, GO:0033677, GO:0042162",A
EST6_DROME,5THM,P08171,"GO:0005576, GO:0007618, GO:0007619, GO:0030728, GO:0034338, GO:0042811, GO:0046008, GO:0046662, GO:0046693, GO:0106435, GO:1990834",A
ESTA_BACSU,1I6W,P37957,GO:0004806,A
ESTA_PSEAE,3KVN,O33407,"GO:0008610, GO:0009247, GO:0009279, GO:0044010, GO:0048870, GO:0052689, GO:0071973, GO:0071978, GO:0106435",A
ESTB_ASPFU,6GUD,Q4WF29,"GO:0005737, GO:0016788, GO:0033214",A
ESTD_HUMAN,3FCX,P10768,"GO:0005788, GO:0016788, GO:0042802",A
EST_PSEAE,4JGG,Q9HZY8,"GO:0004064, GO:0004622, GO:0106435",A
ESXA_MYCTU,1WA8,P9WNK7,"GO:0005576, GO:0005737, GO:0005829, GO:0009274, GO:0042803, GO:0044315, GO:0046812, GO:0052027, GO:0052085, GO:0052170",B
ESXB_MYCTU,6J19,P9WNK5,"GO:0005576, GO:0044315, GO:0046812",B
ESXH_MYCTU,2KG7,P9WNK3,"GO:0005829, GO:0097013",B
ESXS_MYCTU,3H6P,Q6MX18,GO:0032991,A
ESYT2_HUMAN,2DMG,A0FGR8,"GO:0005509, GO:0005544, GO:0005789, GO:0005829, GO:0005886, GO:0008429, GO:0009898, GO:0031210, GO:0035091, GO:0042802, GO:0044232, GO:0140268",A
ETA_STAAU,1AGJ,P09331,GO:0141023,A
